ID,pass_bar,lsat,ugpa,DOB_yr,grad,fulltime,parttime,fam_inc,race,gender,bar,index6040,indxgrp
238,1,40.0,2.7,66,1,2,1,3,4,1,0,743.6841900000003,6
239,1,37.0,3.6,64,1,1,0,3,4,1,0,786.315771,6
240,1,36.0,2.6,66,1,1,0,4,4,1,0,670.526298,5
241,1,44.0,3.3,65,1,1,0,5,4,1,0,866.842082,6
242,1,37.0,3.3,65,1,1,0,3,4,1,0,756.3157709999997,6
244,1,37.0,3.4,55,1,2,1,4,4,0,0,766.3157709999997,6
245,1,32.3,2.5,63,1,1,0,4,4,0,0,602.1052478999999,4
247,1,29.0,3.3,63,1,1,0,2,2,1,0,629.9999869999998,4
248,1,40.0,2.7,65,1,1,0,4,4,0,0,743.6841900000003,6
249,1,33.0,3.2,68,1,1,0,4,4,1,0,683.157879,5
250,1,40.0,3.8,67,1,1,0,3,4,1,0,853.6841900000002,6
251,1,33.0,2.7,64,1,1,0,4,4,0,0,633.157879,4
252,1,43.0,3.6,67,1,1,0,2,0,1,0,881.052609,6
254,0,26.0,2.6,68,1,2,1,4,4,1,2,512.631568,2
255,1,42.0,2.9,68,1,1,0,4,4,1,0,795.2631359999997,6
256,1,32.0,3.3,63,1,1,0,4,4,0,1,677.3684059999998,5
257,1,35.5,3.7,69,1,1,0,4,4,0,0,772.6315615,6
258,1,32.0,3.4,54,1,2,1,3,4,0,0,687.3684059999997,5
259,1,46.0,2.9,65,1,1,0,4,4,1,0,858.421028,6
260,1,40.0,3.0,67,1,1,0,3,4,1,0,773.6841900000002,6
261,1,35.0,3.4,68,1,1,0,4,4,0,0,734.736825,6
262,1,46.0,2.2,66,1,1,0,4,4,1,0,788.421028,6
263,1,38.0,3.0,66,1,1,0,3,4,1,0,742.1052440000002,6
265,1,36.0,3.9,49,1,1,0,3,4,1,0,800.526298,6
266,1,33.5,3.1,69,1,1,0,4,4,0,0,681.0526155,5
268,1,39.0,3.5,61,1,1,0,3,4,0,0,807.8947169999999,6
269,1,32.0,3.5,69,1,1,0,3,4,0,0,697.3684059999998,5
270,1,31.5,3.6,68,1,1,0,4,4,1,1,699.4736695,5
272,1,42.0,3.4,69,1,1,0,2,4,1,0,845.2631359999997,6
273,1,41.0,3.2,69,1,1,0,4,4,0,0,809.473663,6
274,1,46.0,3.8,69,1,1,0,3,4,0,0,948.421028,6
275,1,38.0,3.6,69,1,1,0,4,4,0,0,802.1052440000002,6
276,1,42.0,2.8,69,1,1,0,3,2,1,0,785.2631359999997,6
277,1,42.0,3.2,63,1,1,0,4,4,0,0,825.263136,6
279,1,35.5,3.2,67,1,2,1,4,4,1,0,722.6315615,6
280,1,29.0,3.0,62,1,1,0,3,4,1,1,599.9999869999998,4
282,1,34.0,3.3,65,1,2,1,3,4,1,0,708.9473519999997,6
283,1,32.0,2.7,67,1,1,0,2,2,0,0,617.3684059999998,4
284,1,32.0,3.1,69,1,1,0,4,4,1,0,657.3684059999998,5
285,1,42.0,3.3,69,1,1,0,4,4,0,0,835.2631359999997,6
286,1,41.0,4.0,67,1,1,0,2,4,0,0,889.4736630000001,6
287,1,36.0,2.9,69,1,1,0,4,4,1,0,700.526298,6
288,1,33.0,3.1,68,1,1,0,3,4,1,0,673.157879,5
289,1,23.0,2.8,67,1,1,0,3,1,1,0,485.263149,2
292,1,23.0,3.1,69,1,1,0,5,2,1,0,515.263149,2
293,1,40.0,3.3,69,1,1,0,3,4,1,0,803.6841900000002,6
294,1,36.0,3.0,69,1,1,0,3,4,1,1,710.526298,6
295,1,48.0,3.7,68,1,1,0,4,4,0,0,969.999974,6
296,1,37.0,3.3,68,1,1,0,3,4,0,0,756.3157709999997,6
297,1,30.0,2.9,67,1,1,0,4,4,1,1,605.78946,4
298,0,27.0,2.6,60,1,2,1,1,1,0,2,528.4210410000002,3
299,1,23.0,2.6,68,1,1,0,3,1,0,0,465.263149,2
300,1,38.0,2.7,64,1,1,0,3,4,1,0,712.1052440000002,6
301,1,45.0,3.1,68,1,1,0,4,4,0,1,862.6315549999997,6
302,1,40.0,2.6,67,1,1,0,4,4,0,1,733.6841900000003,6
303,1,40.0,3.6,69,1,1,0,4,4,1,0,833.6841900000003,6
304,1,40.0,3.6,69,1,1,0,3,4,1,0,833.6841900000003,6
305,1,38.0,2.6,67,1,2,1,4,4,1,0,702.1052440000002,6
306,1,39.5,3.6,67,1,1,0,4,4,0,0,825.7894535,6
307,1,40.0,3.8,69,1,1,0,4,4,1,0,853.6841900000002,6
308,1,33.5,3.2,68,1,1,0,3,4,0,0,691.0526155,5
309,1,42.0,3.2,69,1,1,0,4,4,1,0,825.263136,6
310,1,30.0,3.2,69,1,1,0,4,4,1,0,635.78946,4
311,1,35.0,3.2,68,1,1,0,2,4,1,0,714.736825,6
312,1,42.0,3.4,66,1,1,0,3,4,1,0,845.2631359999997,6
313,1,42.0,4.0,68,1,1,0,3,4,1,0,905.263136,6
315,1,41.0,2.9,68,1,1,0,3,4,0,0,779.473663,6
316,1,41.0,3.9,64,1,1,0,4,4,1,0,879.4736630000001,6
317,1,39.0,3.4,69,1,1,0,4,4,1,0,797.8947169999999,6
318,1,40.0,3.3,62,1,1,0,3,4,0,0,803.6841900000002,6
319,1,30.0,3.5,69,1,1,0,3,4,0,0,665.78946,5
321,1,37.0,3.4,69,1,1,0,4,4,0,0,766.3157709999997,6
322,1,36.0,3.9,69,1,1,0,2,2,1,0,800.526298,6
325,1,47.0,3.7,69,1,1,0,5,4,1,0,954.210501,6
326,1,36.0,3.5,66,1,1,0,3,4,0,0,760.526298,6
327,1,33.0,2.9,67,1,1,0,3,4,1,0,653.157879,5
328,1,38.0,3.5,68,1,1,0,3,4,0,0,792.1052440000002,6
329,1,31.0,3.1,69,1,1,0,1,2,1,0,641.578933,5
330,1,46.0,3.6,66,1,1,0,1,4,1,0,928.421028,6
333,1,37.0,2.9,66,1,1,0,4,4,1,0,716.3157709999997,6
335,0,29.0,2.5,61,1,1,0,4,4,0,2,549.9999869999998,3
336,1,40.0,3.4,69,1,1,0,2,1,1,0,813.6841900000002,6
337,1,35.0,3.5,68,1,1,0,4,4,1,0,744.736825,6
338,1,37.0,2.9,63,1,1,0,5,4,0,0,716.3157709999997,6
339,1,42.0,3.4,68,1,1,0,2,2,1,0,845.2631359999997,6
340,1,44.0,3.8,68,1,1,0,3,4,0,0,916.842082,6
341,1,40.0,3.6,67,1,1,0,3,4,0,0,833.6841900000003,6
342,1,43.0,3.6,46,1,1,0,2,4,0,0,881.052609,6
343,1,36.0,3.2,69,1,1,0,4,4,1,0,730.526298,6
344,1,36.0,3.9,64,1,1,0,2,1,0,0,800.526298,6
345,1,37.0,3.8,62,1,1,0,3,4,0,0,806.3157709999997,6
346,1,37.0,3.7,56,1,1,0,3,4,0,0,796.315771,6
347,1,42.0,3.9,62,1,1,0,3,4,0,0,895.2631359999997,6
348,1,44.0,3.6,69,1,1,0,3,4,1,0,896.842082,6
349,1,40.0,3.7,68,1,1,0,4,4,0,1,843.6841900000003,6
350,1,31.0,3.5,66,1,1,0,3,4,0,0,681.578933,5
351,1,39.0,3.0,53,1,1,0,3,4,0,0,757.8947169999999,6
353,1,41.0,3.8,69,1,1,0,4,4,0,0,869.4736630000001,6
355,1,35.0,3.4,65,1,1,0,3,4,1,0,734.736825,6
356,1,42.0,3.2,69,1,1,0,4,4,1,0,825.263136,6
357,1,38.0,2.2,64,1,1,0,4,4,1,0,662.1052440000002,5
358,1,39.5,2.9,69,1,1,0,4,4,1,0,755.7894534999997,6
359,1,28.0,3.1,66,1,1,0,3,1,0,0,594.210514,4
360,1,37.0,3.1,69,1,1,0,4,4,0,0,736.315771,6
362,1,37.0,2.5,68,1,1,0,5,4,1,1,676.315771,5
363,1,47.0,3.8,69,1,1,0,4,4,1,0,964.210501,6
364,1,36.0,3.3,63,1,1,0,4,4,1,0,740.526298,6
365,1,42.0,3.8,64,1,1,0,2,4,1,0,885.2631359999997,6
366,0,35.0,3.2,69,1,1,0,4,4,1,2,714.736825,6
368,1,45.0,3.6,67,1,1,0,4,4,0,0,912.631555,6
369,1,40.0,2.5,65,1,1,0,3,4,1,0,723.6841900000002,6
370,1,38.0,2.9,67,1,1,0,3,0,1,1,732.1052440000002,6
371,1,44.0,3.8,69,1,1,0,5,4,1,0,916.842082,6
373,1,34.0,3.0,67,1,1,0,3,4,0,1,678.9473519999998,5
376,1,37.0,4.0,68,1,1,0,3,4,0,0,826.315771,6
377,1,47.0,3.5,69,1,1,0,4,4,1,0,934.210501,6
378,0,30.7,1.9,66,1,1,0,4,0,1,2,516.8420911000002,2
379,1,40.5,3.1,66,1,1,0,4,4,0,0,791.5789265,6
380,1,41.0,3.9,68,1,1,0,3,4,1,0,879.4736630000001,6
381,1,40.0,3.5,69,1,1,0,4,4,0,0,823.6841900000002,6
382,1,41.0,3.4,68,1,1,0,3,4,0,0,829.473663,6
384,0,26.0,3.0,69,1,1,0,5,1,0,2,552.631568,3
385,1,31.5,3.3,58,1,2,1,4,4,0,0,669.4736694999998,5
387,1,39.0,3.6,64,1,1,0,3,4,0,1,817.894717,6
388,1,30.0,3.5,68,1,1,0,3,4,0,1,665.78946,5
389,1,34.0,3.5,51,1,1,0,3,4,1,0,728.9473519999997,6
390,1,44.0,3.7,69,1,1,0,4,4,0,0,906.842082,6
392,1,39.0,3.5,56,1,1,0,3,4,1,0,807.8947169999999,6
393,1,48.0,3.5,70,1,1,0,3,4,1,0,949.999974,6
394,1,42.0,3.3,68,1,1,0,3,0,0,0,835.2631359999997,6
396,1,32.5,2.8,68,1,1,0,3,4,1,0,635.2631425,4
397,1,47.0,3.4,68,1,1,0,4,4,1,0,924.210501,6
398,1,44.0,3.9,63,1,1,0,3,4,1,0,926.842082,6
399,1,34.0,2.5,68,1,1,0,5,4,1,0,628.9473519999998,4
400,1,30.0,3.2,53,1,1,0,3,4,0,0,635.78946,4
401,1,37.0,3.5,68,1,1,0,1,4,1,0,776.315771,6
402,1,34.0,3.0,69,1,1,0,2,1,0,0,678.9473519999998,5
403,0,31.0,3.0,49,1,2,1,2,2,1,2,631.578933,4
404,1,38.0,3.2,56,1,2,1,2,4,0,0,762.1052440000002,6
405,0,34.0,3.0,69,1,1,0,4,4,0,2,678.9473519999998,5
407,1,41.0,3.6,62,1,1,0,4,3,1,0,849.4736630000001,6
408,1,36.5,3.3,65,1,1,0,4,4,0,0,748.4210344999997,6
409,1,47.0,3.4,69,1,1,0,3,4,0,0,924.210501,6
410,1,39.0,3.5,69,1,1,0,2,4,0,0,807.8947169999999,6
411,1,41.0,2.9,69,1,1,0,4,4,1,0,779.473663,6
412,1,40.0,2.9,67,1,1,0,3,4,0,0,763.6841900000002,6
413,1,38.0,3.9,58,1,1,0,4,4,0,0,832.1052440000002,6
415,1,36.0,2.7,66,1,1,0,4,2,0,0,680.526298,5
416,1,38.0,3.3,69,1,1,0,3,4,1,0,772.1052440000002,6
417,1,46.0,3.4,68,1,1,0,5,4,1,0,908.421028,6
418,1,36.0,2.5,68,1,1,0,4,4,1,0,660.526298,5
419,1,30.5,3.1,68,1,1,0,4,4,1,0,633.6841965,4
420,1,39.0,3.4,65,1,1,0,3,2,0,0,797.8947169999999,6
421,1,34.0,3.2,67,1,1,0,3,4,1,0,698.9473519999998,5
422,1,41.0,3.8,69,1,1,0,3,4,0,0,869.4736630000001,6
423,1,43.0,3.6,67,1,1,0,4,4,0,0,881.052609,6
424,1,33.0,3.1,68,1,1,0,2,2,1,0,673.157879,5
425,1,39.0,3.3,69,1,1,0,4,4,1,0,787.8947169999999,6
426,1,34.0,2.6,68,1,1,0,4,4,0,0,638.9473519999998,4
427,1,28.0,3.1,68,1,1,0,1,2,0,0,594.210514,4
428,1,46.0,3.9,48,1,1,0,4,4,0,0,958.421028,6
429,1,37.0,3.4,69,1,1,0,3,4,0,0,766.3157709999997,6
430,1,27.0,2.3,62,1,1,0,3,2,1,0,498.421041,2
431,1,35.0,3.7,69,1,1,0,5,4,1,0,764.736825,6
432,1,41.0,3.4,54,1,1,0,3,4,0,0,829.473663,6
433,1,35.0,3.0,69,1,1,0,4,0,0,1,694.736825,5
435,1,35.0,3.2,67,1,1,0,4,4,1,0,714.736825,6
436,1,26.5,2.8,67,1,1,0,5,4,0,0,540.5263044999998,3
438,1,40.0,2.9,69,1,1,0,4,4,1,0,763.6841900000002,6
439,1,39.0,3.3,69,1,1,0,4,4,0,0,787.8947169999999,6
440,0,28.0,3.1,54,1,2,1,3,4,1,2,594.210514,4
441,1,22.5,2.9,59,1,1,0,3,1,1,0,487.3684125,2
442,0,34.0,3.3,69,1,1,0,4,0,1,2,708.9473519999997,6
443,1,39.0,3.9,68,1,1,0,3,4,1,0,847.8947169999999,6
444,1,44.0,3.8,69,1,1,0,4,4,1,0,916.842082,6
445,1,33.0,3.5,69,1,1,0,3,4,0,0,713.157879,6
446,1,38.0,2.8,69,1,1,0,2,2,0,0,722.1052440000002,6
447,1,39.0,3.6,67,1,1,0,3,4,1,0,817.894717,6
448,1,48.0,3.2,63,1,1,0,4,4,0,0,919.999974,6
450,0,38.0,2.8,68,1,1,0,3,4,1,2,722.1052440000002,6
451,1,46.0,3.0,66,1,1,0,4,4,1,0,868.421028,6
452,1,40.0,3.1,55,1,1,0,3,4,0,0,783.6841900000003,6
453,1,39.0,3.3,69,1,1,0,5,4,0,0,787.8947169999999,6
455,1,41.0,3.6,68,1,1,0,4,4,0,0,849.4736630000001,6
456,1,43.0,3.9,69,1,1,0,2,4,0,0,911.052609,6
457,1,36.0,3.3,67,1,1,0,3,4,1,0,740.526298,6
458,1,33.0,2.8,62,1,2,1,5,4,0,0,643.157879,5
460,1,45.0,3.6,55,1,1,0,4,4,1,1,912.631555,6
