sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,days_b_screening_arrest,length_of_stay,compas_score,is_recid
Male,25,African-American,0,0,0,2,(F3),0.0,-56.375,1,0
Male,26,African-American,0,0,0,11,(F2),0.0,1.0,1,0
Male,50,African-American,0,0,0,5,(F3),-1.0,0.6666666666666666,0,0
Male,24,African-American,0,2,0,5,(F3),-1.0,0.625,1,0
Male,23,African-American,0,0,0,0,(M1),-1.0,3.1666666666666665,1,0
Female,36,African-American,0,0,0,1,(F3),-1.0,1.125,0,0
Male,60,African-American,0,0,0,2,(M1),-1.0,60.833333333333336,0,0
Male,53,African-American,0,0,0,0,(M1),-3.0,30.958333333333332,0,0
Female,39,African-American,0,0,0,2,(F2),-1.0,80.875,1,0
Male,26,African-American,0,0,0,1,(MO3),0.0,0.041666666666666664,1,0
Male,20,African-American,0,0,0,0,(F3),-1.0,0.8333333333333334,1,0
Male,26,African-American,0,0,0,1,(F3),-1.0,-114.16666666666667,0,0
Male,34,African-American,0,0,0,1,(F3),-17.0,1.5833333333333333,0,0
Male,22,African-American,0,0,0,4,(F3),-1.0,242.08333333333334,1,0
Female,35,African-American,0,0,0,4,(F3),-24.0,0.5833333333333334,1,0
Female,29,African-American,0,0,0,0,(M1),-1.0,0.8333333333333334,0,0
Male,28,African-American,0,0,0,5,(F3),-1.0,85.91666666666667,1,0
Male,35,African-American,0,0,0,0,(M1),-1.0,-293.0416666666667,0,0
Male,26,African-American,0,0,0,5,(F3),-1.0,29.958333333333332,0,0
Male,31,African-American,0,0,0,9,(F3),-1.0,-56.125,1,0
Male,25,African-American,0,0,2,0,(M1),0.0,0.0,0,0
Female,49,African-American,0,0,0,0,(M1),-1.0,0.9166666666666666,0,0
Male,23,African-American,0,0,0,2,(F3),-1.0,61.916666666666664,0,0
Male,52,African-American,0,0,0,2,(M1),-1.0,-16.208333333333332,0,0
Male,24,African-American,0,0,0,0,(M1),0.0,1.2916666666666667,0,0
Male,21,African-American,0,0,0,0,(F2),-1.0,74.25,1,0
Male,35,African-American,0,0,0,0,(M1),0.0,-57.916666666666664,0,0
Male,24,African-American,0,0,0,3,(M1),-1.0,6.583333333333333,1,0
Female,24,African-American,0,0,0,3,(F3),-14.0,0.16666666666666666,1,0
Female,22,African-American,0,0,0,0,(F3),-1.0,30.083333333333332,1,0
Male,27,African-American,0,0,0,4,(M2),-24.0,1.2916666666666667,1,0
Male,23,African-American,0,0,0,5,(F3),-1.0,295.9583333333333,1,0
Male,21,African-American,0,0,0,1,(F3),-1.0,137.95833333333334,1,0
Male,39,African-American,0,0,0,2,(M1),-1.0,48.0,0,0
Male,25,African-American,0,0,0,9,(F3),-1.0,1.3333333333333333,1,0
Male,29,African-American,0,0,0,2,(F3),-1.0,27.041666666666668,0,0
Male,29,African-American,0,0,0,2,(F3),-1.0,0.875,1,0
Female,46,African-American,0,0,0,10,(F3),-1.0,1.7916666666666667,1,0
Male,35,African-American,0,0,0,4,(M2),0.0,30.375,1,0
Female,26,African-American,0,0,0,4,(MO3),0.0,0.20833333333333334,1,0
Male,33,African-American,0,0,0,0,(F3),-1.0,104.0,1,0
Male,35,African-American,0,0,0,9,(F3),-1.0,1.1666666666666667,1,0
Male,28,African-American,0,0,0,0,(F3),-1.0,0.9166666666666666,0,0
Male,30,African-American,0,0,0,5,(M1),-1.0,30.875,0,0
Male,35,African-American,0,0,0,1,(M1),-1.0,9.166666666666666,0,0
Male,21,African-American,0,0,0,1,(F7),-22.0,110.375,0,0
Male,41,African-American,0,0,0,1,(F3),-1.0,2.0,0,0
Male,23,African-American,0,0,0,4,(F3),0.0,2.1666666666666665,1,0
Female,35,African-American,0,2,0,2,(M2),-1.0,152.91666666666666,1,0
Male,29,African-American,0,0,0,3,(M1),-1.0,1.2083333333333333,0,0
Male,22,African-American,0,0,0,0,(F3),-1.0,-28.375,1,0
Male,29,African-American,0,0,0,2,(F3),-1.0,1.875,1,0
Male,28,African-American,0,0,0,0,(M1),0.0,0.20833333333333334,0,0
Male,50,African-American,0,0,0,0,(F3),-1.0,31.166666666666668,0,0
Male,34,African-American,0,0,0,2,(F3),-1.0,0.8333333333333334,0,0
Male,22,African-American,0,1,0,2,(F1),-1.0,0.9166666666666666,1,0
Male,39,African-American,0,0,0,0,(M1),0.0,0.20833333333333334,0,0
Male,54,African-American,0,0,0,1,(F3),-1.0,0.9166666666666666,0,0
Male,23,African-American,0,0,0,0,(F2),0.0,1.9166666666666667,0,0
Male,22,African-American,0,0,0,3,(F3),-1.0,64.16666666666667,1,0
Male,27,African-American,0,0,0,3,(F3),-15.0,45.0,0,0
Male,33,African-American,0,0,0,1,(M1),0.0,0.20833333333333334,0,0
Male,24,African-American,0,0,0,0,(F3),-1.0,2.2083333333333335,1,0
Male,21,African-American,0,0,11,2,(F3),-1.0,1.25,1,0
Male,23,African-American,0,0,0,1,(F3),-2.0,0.7916666666666666,0,0
Male,27,African-American,0,0,0,2,(F3),-1.0,0.8333333333333334,0,0
Male,44,African-American,0,0,0,7,(M1),-1.0,0.75,0,0
Male,53,African-American,0,0,0,2,(M1),-1.0,153.16666666666666,0,0
Male,32,African-American,0,0,4,9,(F2),-1.0,0.7916666666666666,1,0
Male,49,African-American,1,0,0,17,(F3),-1.0,29.958333333333332,1,0
Female,42,African-American,0,0,0,0,(F3),-1.0,57.0,1,0
Male,29,African-American,0,0,0,2,(F3),-1.0,85.08333333333333,0,0
Female,55,African-American,0,0,0,2,(F2),-1.0,1.125,0,0
Male,34,African-American,0,0,0,0,(M1),-1.0,0.9166666666666666,0,0
Male,57,African-American,0,0,0,16,(F3),-1.0,-17.875,1,0
Male,35,African-American,0,0,0,1,(MO3),0.0,-0.20833333333333334,0,0
Male,46,African-American,0,0,0,12,(M1),-1.0,91.95833333333333,1,0
Female,49,African-American,0,0,0,0,(F3),0.0,30.208333333333332,0,0
Male,24,African-American,0,0,0,2,(F3),-1.0,1.125,1,0
Male,49,African-American,0,0,0,1,(M1),0.0,-0.125,0,0
Male,26,African-American,0,0,0,1,(M1),0.0,71.20833333333333,0,0
Male,23,African-American,0,0,0,3,(F2),-1.0,31.125,1,0
Male,41,African-American,0,0,0,9,(F3),-1.0,202.04166666666666,1,0
Female,26,African-American,0,0,0,0,(M1),-1.0,1.25,0,0
Male,20,African-American,0,0,0,0,(F3),-1.0,1.2916666666666667,0,0
Male,21,African-American,0,0,0,0,(F3),-1.0,1.0,0,0
Male,31,African-American,0,0,0,9,(F3),-1.0,29.708333333333332,0,0
Female,21,African-American,0,0,0,0,(F3),-1.0,29.916666666666668,1,0
Female,30,African-American,0,4,1,12,(F3),-1.0,1.25,1,0
Male,31,African-American,0,0,0,1,(F3),-1.0,29.875,1,0
Male,52,African-American,0,0,0,1,(F3),-1.0,76.04166666666667,0,0
Male,33,African-American,0,0,0,6,(F3),-1.0,0.7916666666666666,1,0
Male,20,African-American,0,0,2,1,(F3),-1.0,2.125,0,0
Female,27,African-American,0,0,0,3,(M1),-1.0,31.083333333333332,1,0
Male,38,African-American,2,0,0,10,(F3),-1.0,6.875,1,0
Male,22,African-American,0,0,0,3,(F3),-1.0,-260.0416666666667,1,0
Female,20,African-American,1,0,0,1,(F3),0.0,2.75,1,0
Male,29,African-American,0,0,0,0,(M2),-1.0,60.875,1,0
Male,21,African-American,0,0,0,0,(F2),-1.0,31.208333333333332,1,0
Male,41,African-American,0,0,0,7,(F3),0.0,29.833333333333332,0,0
Male,22,African-American,0,0,0,0,(F3),-1.0,30.041666666666668,1,0
Female,23,African-American,0,0,0,0,(M1),-1.0,0.5416666666666666,0,0
Male,23,African-American,0,0,1,0,(F3),-1.0,170.04166666666666,0,0
Female,29,African-American,0,0,0,0,(F2),-1.0,-291.2083333333333,1,0
Male,70,African-American,0,0,0,0,(F2),-4.0,29.958333333333332,0,0
Female,32,African-American,0,0,0,1,(M1),-1.0,0.7916666666666666,0,0
Female,44,African-American,0,0,0,0,(M1),-1.0,30.041666666666668,0,0
Male,37,African-American,0,0,0,1,(F2),-1.0,742.9166666666666,0,0
Male,21,African-American,0,0,0,1,(F2),-1.0,1.9166666666666667,1,0
Male,25,African-American,0,0,0,1,(F3),0.0,0.20833333333333334,1,0
Male,36,African-American,0,0,0,22,(M1),-1.0,79.33333333333333,1,0
Female,27,African-American,0,0,0,3,(F3),-1.0,30.958333333333332,1,0
Male,54,African-American,0,0,0,2,(M1),-26.0,0.7916666666666666,0,0
Male,39,African-American,0,0,0,4,(F3),0.0,129.16666666666666,0,0
Male,21,African-American,0,0,0,0,(M1),-1.0,0.5833333333333334,0,0
Male,45,African-American,0,0,0,0,(M2),-1.0,1.8333333333333333,0,0
Female,28,African-American,0,0,0,0,(F3),-1.0,0.625,0,0
Female,38,African-American,0,0,0,0,(F3),-1.0,4.333333333333333,0,0
Male,23,African-American,0,0,0,2,(F7),-1.0,801.8333333333334,1,0
Female,35,African-American,2,0,0,9,(F3),-1.0,203.875,1,0
Male,32,African-American,0,0,0,0,(M1),-1.0,71.625,1,0
Male,21,African-American,0,0,0,0,(F3),-1.0,-263.2916666666667,0,0
Female,36,African-American,0,0,0,0,(M1),0.0,0.16666666666666666,0,0
Male,51,African-American,0,0,0,0,(M1),-1.0,1.0833333333333333,0,0
Male,26,African-American,0,1,0,6,(M2),-8.0,1.875,1,0
Female,24,African-American,0,0,0,0,(M1),-1.0,0.625,0,0
Male,30,African-American,0,0,0,0,(F2),0.0,0.9166666666666666,0,0
Male,20,African-American,0,0,0,1,(F3),-1.0,1.0833333333333333,0,0
Male,34,African-American,0,0,0,1,(F3),0.0,-0.16666666666666666,1,0
Male,25,African-American,0,0,0,2,(M2),-1.0,1.0416666666666667,1,0
Male,32,African-American,0,0,0,3,(F3),0.0,31.125,0,0
Male,51,African-American,0,0,0,0,(F3),-1.0,30.833333333333332,0,0
Male,37,African-American,0,0,0,4,(F3),-1.0,-68.125,1,0
Female,31,African-American,0,0,0,2,(F3),-1.0,31.125,0,0
Male,20,African-American,0,0,0,1,(F2),-1.0,-19.916666666666668,1,0
Male,26,African-American,0,0,0,1,(M1),-1.0,0.9166666666666666,0,0
Female,37,African-American,0,0,0,0,(M1),0.0,0.08333333333333333,0,0
Male,29,African-American,0,0,0,7,(F3),-1.0,-235.16666666666666,0,0
Male,42,African-American,0,0,0,3,(M1),-1.0,116.66666666666667,1,0
Male,28,African-American,0,0,0,9,(F3),-1.0,-141.08333333333334,1,0
Male,20,African-American,0,0,0,1,(F3),-1.0,-109.625,1,0
Male,67,African-American,0,0,0,1,(F1),19.0,31.875,0,0
Male,63,African-American,0,0,0,6,(F3),-1.0,24.791666666666668,0,0
Female,24,African-American,0,0,0,0,(F3),-3.0,0.75,0,0
Male,27,African-American,0,0,0,0,(M1),0.0,0.16666666666666666,0,0
Male,30,African-American,0,0,0,1,(F3),-1.0,26.125,1,0
Male,44,African-American,0,0,0,7,(F2),0.0,30.333333333333332,0,0
Male,34,African-American,0,0,0,0,(F3),-6.0,27.833333333333332,1,0
Male,25,African-American,0,0,0,1,(M1),0.0,0.25,0,0
Male,43,African-American,0,0,0,0,(F2),0.0,5.041666666666667,0,0
Male,21,African-American,0,0,0,1,(F3),0.0,0.125,1,0
Female,32,African-American,0,0,0,1,(F3),-1.0,-53.041666666666664,0,0
Male,40,African-American,0,0,0,16,(F3),-1.0,546.1666666666666,1,0
Male,33,African-American,0,0,0,5,(F3),0.0,-0.4583333333333333,0,0
Male,29,African-American,0,0,0,0,(F3),-1.0,30.0,0,0
Male,20,African-American,0,0,1,0,(F3),-1.0,7.166666666666667,1,0
Male,41,African-American,0,0,0,13,(F2),-1.0,91.70833333333333,1,0
Male,39,African-American,0,0,0,0,(F3),-1.0,29.791666666666668,0,0
Male,22,African-American,0,0,0,4,(F3),-1.0,107.0,1,0
Male,42,African-American,0,0,0,8,(F3),-1.0,58.75,1,0
Male,27,African-American,0,0,0,0,(M1),0.0,30.833333333333332,0,0
Male,21,African-American,0,0,0,1,(F3),-8.0,-284.6666666666667,1,0
Male,23,African-American,0,0,0,1,(F3),-1.0,1.0,0,0
Male,36,African-American,0,0,0,12,(F3),-13.0,-197.91666666666666,1,0
Male,48,African-American,0,0,0,6,(F3),-1.0,1.7083333333333333,0,0
Female,33,African-American,0,0,0,0,(F3),-1.0,30.083333333333332,0,0
Male,49,African-American,2,0,1,18,(F3),-1.0,275.2083333333333,1,0
Male,36,African-American,0,0,0,2,(F3),0.0,29.875,0,0
Male,27,African-American,0,0,0,5,(F3),-1.0,0.875,1,0
Male,35,African-American,0,0,0,4,(M2),-9.0,-199.125,0,0
Male,32,African-American,0,0,0,5,(M1),-1.0,1.0,0,0
Male,25,African-American,0,0,0,2,(M1),-1.0,31.166666666666668,1,0
Male,43,African-American,0,0,0,4,(F5),-21.0,109.91666666666667,0,0
Female,27,African-American,0,0,0,5,(F3),-1.0,31.291666666666668,1,0
Male,54,African-American,0,0,0,6,(F1),-1.0,164.70833333333334,1,0
Female,26,African-American,0,0,0,0,(M1),-6.0,6.416666666666667,1,0
Male,39,African-American,0,0,0,1,(F3),-1.0,0.9583333333333334,1,0
Female,64,African-American,0,0,0,0,(F3),-1.0,4.041666666666667,0,0
Male,30,African-American,0,0,0,1,(F7),0.0,275.125,1,0
Male,39,African-American,0,0,0,3,(MO3),-1.0,153.25,1,0
Male,28,African-American,0,0,0,1,(F3),-1.0,1.0833333333333333,0,0
Female,35,African-American,0,0,0,0,(F3),0.0,41.208333333333336,1,0
Male,20,African-American,0,0,0,1,(M1),-3.0,1.7083333333333333,1,0
Male,21,African-American,0,0,2,4,(F3),-29.0,0.08333333333333333,1,0
Female,20,African-American,0,7,2,12,(F3),-1.0,58.666666666666664,1,0
Female,23,African-American,0,0,0,0,(M1),-1.0,27.583333333333332,0,0
Male,30,African-American,0,1,0,8,(F3),-1.0,-118.95833333333333,1,0
Male,52,African-American,0,0,0,4,(M2),0.0,1.0,1,0
Male,21,African-American,0,0,0,0,(F3),-1.0,61.083333333333336,1,0
Male,34,African-American,0,0,0,22,(F3),-29.0,60.958333333333336,1,0
Male,55,African-American,0,0,0,16,(F3),-1.0,31.0,1,0
Male,27,African-American,0,0,0,0,(F3),-1.0,29.541666666666668,0,0
Male,27,African-American,0,0,0,1,(M1),0.0,-0.16666666666666666,0,0
Male,33,African-American,0,3,1,21,(F3),-1.0,0.875,1,0
Male,47,African-American,0,0,0,3,(F3),-1.0,60.958333333333336,0,0
Male,22,African-American,0,0,0,5,(F3),-1.0,0.75,1,0
Male,42,African-American,0,0,0,10,(F3),0.0,37.083333333333336,1,0
Male,27,African-American,0,0,0,0,(M1),0.0,31.0,0,0
Male,32,African-American,0,0,0,1,(F3),-1.0,407.125,0,0
Male,31,African-American,0,3,0,27,(F3),-1.0,-154.875,1,0
Male,24,African-American,0,0,0,0,(F3),-1.0,2.125,0,0
Male,26,African-American,0,0,0,0,(M1),0.0,0.25,0,0
Female,26,African-American,0,1,0,5,(M1),-1.0,-120.04166666666667,1,0
Male,22,African-American,0,0,1,4,(F3),-1.0,24.083333333333332,1,0
Male,26,African-American,0,0,0,0,(F2),0.0,74.25,0,0
Male,29,African-American,0,0,0,1,(F3),-1.0,0.875,0,0
Female,32,African-American,0,0,0,3,(F3),-1.0,124.04166666666667,1,0
Male,39,African-American,0,0,0,9,(F3),0.0,0.20833333333333334,1,0
Male,48,African-American,0,0,0,11,(F3),-1.0,4.083333333333333,1,0
Male,44,African-American,0,0,0,0,(F2),-1.0,31.166666666666668,0,0
Male,31,African-American,0,0,0,12,(F3),-1.0,1.9166666666666667,1,0
Female,49,African-American,0,0,0,1,(F3),-1.0,30.833333333333332,0,0
Male,44,African-American,0,0,0,8,(M1),-1.0,31.083333333333332,1,0
Female,41,African-American,0,0,0,4,(F2),-1.0,241.95833333333334,0,0
Male,22,African-American,0,0,0,8,(F3),-1.0,110.79166666666667,1,0
Male,38,African-American,0,0,0,0,(F3),0.0,1.25,1,0
Male,21,African-American,0,0,0,1,(M1),-1.0,180.91666666666666,1,0
Female,21,African-American,0,0,0,0,(F3),0.0,-0.4583333333333333,1,0
Female,28,African-American,0,0,0,0,(M1),-1.0,0.9166666666666666,0,0
Male,29,African-American,0,0,0,0,(F3),-1.0,-204.91666666666666,0,0
Male,29,African-American,0,0,0,3,(M1),-1.0,1.25,0,0
Male,55,African-American,0,0,0,16,(F3),-1.0,31.0,1,0
Male,25,African-American,0,0,0,10,(F7),-1.0,672.9166666666666,1,0
Male,21,African-American,0,0,0,0,(F3),-1.0,29.875,1,0
Male,24,African-American,0,0,0,1,(F3),-1.0,2.9583333333333335,1,0
Male,61,African-American,0,0,0,0,(F3),-1.0,1.0833333333333333,0,0
Male,41,African-American,0,0,0,1,(F3),-1.0,2.7916666666666665,0,0
Male,26,African-American,0,0,0,2,(M2),0.0,-0.16666666666666666,0,0
Female,27,African-American,0,0,0,3,(F3),-1.0,30.958333333333332,1,0
Male,37,African-American,0,0,0,14,(F3),-1.0,31.041666666666668,1,0
Male,32,African-American,0,0,0,0,(M1),-1.0,0.8333333333333334,0,0
Male,57,African-American,0,0,0,19,(F3),-1.0,117.66666666666667,1,0
Female,45,African-American,0,0,0,2,(F3),-1.0,97.91666666666667,0,0
Male,49,African-American,0,0,0,3,(F3),0.0,1.0416666666666667,0,0
Male,43,African-American,0,0,0,3,(F3),-1.0,60.958333333333336,0,0
Male,28,African-American,0,0,0,1,(F3),-1.0,2.125,0,0
Male,63,African-American,0,0,0,1,(F3),-1.0,60.916666666666664,0,0
Male,30,African-American,0,0,0,7,(F3),-1.0,-56.291666666666664,1,0
Male,53,African-American,0,0,0,1,(F3),-1.0,289.9583333333333,1,0
Female,23,African-American,0,0,0,1,(F3),-8.0,6.041666666666667,0,0
Female,50,African-American,0,0,0,0,(F3),0.0,30.041666666666668,0,0
Male,37,African-American,0,0,0,8,(F3),0.0,28.125,1,0
Male,28,African-American,1,1,0,5,(F3),-1.0,20.875,1,0
Male,35,African-American,0,0,0,1,(F3),-1.0,30.5,1,0
Male,31,African-American,0,0,0,1,(M1),-27.0,-0.20833333333333334,0,0
Male,31,African-American,0,0,0,4,(F3),-2.0,0.9166666666666666,1,0
Male,32,African-American,2,0,2,11,(F3),0.0,28.25,1,0
Male,24,African-American,0,0,0,2,(F3),-1.0,1.125,1,0
Female,31,African-American,0,0,0,0,(F3),-1.0,-145.04166666666666,0,0
Female,27,African-American,0,0,0,3,(F3),-1.0,30.958333333333332,1,0
Male,40,African-American,0,0,0,21,(F3),-1.0,29.916666666666668,1,0
Female,22,African-American,0,0,0,0,(F3),0.0,0.25,1,0
Male,29,African-American,0,0,0,1,(F2),0.0,-110.91666666666667,1,0
Male,23,African-American,1,0,0,2,(F2),-1.0,18.25,1,0
Female,37,African-American,0,0,0,0,(M2),-1.0,-291.875,0,0
Male,25,African-American,0,1,0,6,(MO3),-1.0,32.75,1,0
Male,31,African-American,0,0,0,15,(F3),0.0,163.04166666666666,1,0
Female,28,African-American,0,0,0,0,(F1),-1.0,73.0,0,0
Male,36,African-American,0,0,0,0,(M1),-1.0,91.91666666666667,0,0
Male,30,African-American,0,2,2,11,(F2),-1.0,-115.04166666666667,1,0
Male,35,African-American,0,0,0,5,(F3),-1.0,-258.2083333333333,1,0
Male,44,African-American,0,0,0,0,(F3),-1.0,2.2083333333333335,0,0
Male,28,African-American,0,0,0,1,(F3),-1.0,1.25,0,0
Male,37,African-American,0,0,0,1,(F3),-1.0,60.791666666666664,0,0
Male,61,African-American,0,0,0,12,(F3),-1.0,7.958333333333333,0,0
Female,27,African-American,0,0,0,0,(F3),-1.0,0.9166666666666666,1,0
Male,21,African-American,0,0,0,0,(M2),-6.0,0.0,1,0
Male,26,African-American,0,0,0,7,(F3),-1.0,1.125,1,0
Male,28,African-American,0,0,0,1,(F3),-1.0,-59.916666666666664,1,0
Female,43,African-American,0,0,0,6,(F3),0.0,0.125,1,0
Male,30,African-American,0,0,0,2,(F3),-1.0,1.0833333333333333,1,0
Female,24,African-American,0,0,0,0,(M1),-1.0,61.416666666666664,0,0
Male,25,African-American,0,0,0,2,(F1),-1.0,853.8333333333334,1,0
Female,30,African-American,0,0,0,0,(M1),-1.0,29.833333333333332,0,0
Male,61,African-American,0,0,0,2,(M1),0.0,29.708333333333332,1,0
Male,40,African-American,0,0,0,0,(F1),-6.0,-53.916666666666664,0,0
Male,21,African-American,0,0,0,0,(F3),-1.0,29.958333333333332,1,0
Male,41,African-American,0,0,0,0,(M1),-4.0,91.20833333333333,1,0
Male,26,African-American,0,0,0,2,(F3),-1.0,-84.20833333333333,0,0
Male,43,African-American,0,0,0,2,(F3),-1.0,1.75,0,0
Male,25,African-American,0,0,0,1,(F2),-1.0,30.958333333333332,0,0
Male,32,African-American,0,0,1,8,(F2),-1.0,122.20833333333333,0,0
Female,42,African-American,0,0,0,16,(F3),-1.0,-180.0,1,0
Female,38,African-American,0,0,0,2,(M2),-1.0,25.041666666666668,1,0
Male,53,African-American,0,0,0,10,(M1),-1.0,1.2083333333333333,0,0
Male,23,African-American,0,0,0,0,(F2),-1.0,3.0416666666666665,1,0
Female,37,African-American,0,0,0,0,(F3),0.0,31.333333333333332,0,0
Male,22,African-American,0,0,0,5,(F2),-1.0,29.916666666666668,1,0
Male,37,African-American,0,0,0,2,(F1),-13.0,-111.70833333333333,0,0
Female,36,African-American,0,0,0,0,(M2),0.0,1.0,0,0
Female,22,African-American,0,0,0,1,(F3),-1.0,-187.79166666666666,1,0
Male,60,African-American,0,0,0,11,(F3),-1.0,33.916666666666664,1,0
Male,39,African-American,0,0,0,0,(F3),0.0,0.08333333333333333,0,0
Female,25,African-American,0,0,0,3,(F3),0.0,0.9583333333333334,1,0
Male,28,African-American,0,0,0,1,(M1),-1.0,1.8333333333333333,1,0
Female,27,African-American,0,0,0,12,(F3),-1.0,0.9583333333333334,1,0
Male,25,African-American,0,0,0,9,(F3),-1.0,1.3333333333333333,1,0
Male,21,African-American,1,0,0,3,(F3),-1.0,-23.916666666666668,1,0
Male,48,African-American,0,0,0,2,(F3),0.0,31.208333333333332,1,0
Male,20,African-American,0,0,0,0,(F3),0.0,0.16666666666666666,1,0
Male,39,African-American,0,0,0,8,(F3),-1.0,90.75,0,0
Female,36,African-American,0,0,0,1,(M2),-1.0,-322.0416666666667,0,0
Male,32,African-American,0,0,0,0,(F3),0.0,0.041666666666666664,1,0
Male,37,African-American,0,0,0,1,(F3),-1.0,90.125,1,0
Male,39,African-American,0,0,0,1,(F3),-4.0,29.958333333333332,0,0
Male,32,African-American,0,0,0,1,(F3),-1.0,30.875,0,0
Female,34,African-American,0,0,0,6,(F3),-1.0,0.6666666666666666,0,0
Male,31,African-American,0,0,0,4,(F2),-1.0,-6.333333333333333,1,0
Female,27,African-American,0,0,0,0,(F3),-1.0,0.7916666666666666,0,0
Male,25,African-American,0,2,0,5,(F3),-1.0,1003.0833333333334,1,0
Female,35,African-American,0,0,0,2,(F3),-1.0,1.2083333333333333,0,0
Male,35,African-American,0,0,0,1,(M1),0.0,31.25,0,0
Male,21,African-American,0,0,0,0,(M2),-1.0,1.6666666666666667,1,0
Male,25,African-American,0,0,0,1,(M1),-1.0,0.7916666666666666,0,0
Male,23,African-American,0,0,0,2,(F5),-1.0,212.0,1,0
Male,26,African-American,0,0,0,2,(F3),-1.0,31.041666666666668,0,0
Female,35,African-American,0,0,0,4,(F3),-1.0,2.0,1,0
Male,29,African-American,3,0,1,5,(F3),-1.0,254.91666666666666,1,0
